query_id,score,prediction
19335,3.9245003673898395,Benefit
47923,4.685259300604946,Benefit
87181,3.885594162409968,Benefit
87452,3.4465633036599317,Benefit
104861,4.0043150174883495,Benefit
130510,5.351843052585502,Benefit
131843,3.4973029166015888,Benefit
146187,3.597781600471005,Benefit
148538,3.8826784750640364,Benefit
156493,4.658744005979149,Benefit
168216,5.579051146809576,Benefit
182539,4.34015383962082,Benefit
183378,5.789769004963579,Benefit
207786,4.231651344975165,Benefit
264014,3.350702556725996,Benefit
359349,3.034019784448673,Benefit
405717,3.90850911500285,Benefit
443396,5.310759486246549,Benefit
451602,4.6122748956928,Benefit
489204,4.022740442475276,Benefit
490595,4.93237232195457,Benefit
527433,4.0289415903410175,Benefit
573724,2.7287378810096508,Benefit
833860,2.5851814120567402,Benefit
855410,3.645956651979857,Benefit
915593,3.7101828184237697,Benefit
962179,3.463405589321407,Benefit
1037798,3.689761075033161,Benefit
1063750,3.7892426237920356,Benefit
1103812,3.1356185565769397,Benefit
1106007,2.4656181220300435,Benefit
1110199,3.9918677411161054,Benefit
1112341,2.7033153254945246,Benefit
1113437,3.2294631761983825,Benefit
1114646,3.8556522395603445,Benefit
1114819,3.3625192336594028,Benefit
1115776,3.9957245574154605,Benefit
1117099,2.892520243390114,Benefit
1121402,4.588343573835436,Benefit
1121709,1.5998207215174949,Benefit
1124210,4.504365970904811,Benefit
1129237,3.0744207539905872,Benefit
1133167,2.5776844016925966,Benefit
