query_id,score,prediction
19335,0.875124184290568,Benefit
47923,0.8269157807032267,Benefit
87181,0.6981425245602926,Hurt
87452,0.6467889156606462,Hurt
104861,0.5132078091303508,Hurt
130510,0.7526720020506117,Benefit
131843,0.5819175912274255,Hurt
146187,0.7140128837691413,Benefit
148538,0.8140898757510715,Benefit
156493,0.793515149752299,Benefit
168216,0.7628011345863343,Benefit
182539,0.6514918797545963,Hurt
183378,0.7694429940647549,Benefit
207786,0.7498838702837626,Benefit
264014,0.8457519782914056,Benefit
359349,0.7892886810832553,Benefit
405717,0.7472965121269226,Benefit
443396,0.36419619255595737,Hurt
451602,0.7728209323353238,Benefit
489204,0.547698379556338,Hurt
490595,0.7310115178426106,Benefit
527433,0.5952754888269637,Hurt
573724,0.8331851336691115,Benefit
833860,0.6996931539641487,Hurt
855410,0.28647307372755476,Hurt
915593,0.6526082469357385,Hurt
962179,0.6965384317768945,Hurt
1037798,0.37198339766926236,Hurt
1063750,0.3230822572277652,Hurt
1103812,0.5816727538903554,Hurt
1106007,0.7864808320999146,Benefit
1110199,0.6732149541378021,Hurt
1112341,0.4107260084814496,Hurt
1113437,0.6694807403617435,Hurt
1114646,0.6759524318906996,Hurt
1114819,0.8005582809448242,Benefit
1115776,0.5462220291296641,Hurt
1117099,0.7519306063652038,Benefit
1121402,0.7247941732406616,Benefit
1121709,0.5332942644755045,Hurt
1124210,0.7379536668459574,Benefit
1129237,0.6612840758429633,Hurt
1133167,0.902066793706682,Benefit
