query_id,score,prediction
19335,0.0,Benefit
47923,0.0,Hurt
87181,0.0,Neutral
87452,0.0,Neutral
104861,0.0,Hurt
130510,0.0,Neutral
131843,0.0020876826722338203,Neutral
146187,0.0,Hurt
148538,0.0,Neutral
156493,0.0,Benefit
168216,0.0,Hurt
182539,0.0,Hurt
183378,0.0,Hurt
207786,0.0,Neutral
264014,0.0,Hurt
359349,0.0,Neutral
405717,0.0,Neutral
443396,0.0,Neutral
451602,0.0,Neutral
489204,0.0,Benefit
490595,0.0,Hurt
527433,0.0,Neutral
573724,0.0,Neutral
833860,0.0,Neutral
855410,0.0021645021645021645,Neutral
915593,0.0,Hurt
962179,0.0,Neutral
1037798,0.0,Benefit
1063750,0.0,Hurt
1103812,0.0,Hurt
1106007,0.002583979328165375,Neutral
1110199,0.0,Benefit
1112341,0.0,Hurt
1113437,0.0,Neutral
1114646,0.0,Neutral
1114819,0.0,Benefit
1115776,0.0,Hurt
1117099,0.0,Hurt
1121402,0.0,Insufficient-Data
1121709,0.0,Hurt
1124210,0.0,Hurt
1129237,0.0,Benefit
1133167,0.0,Neutral
