query_id,dcg_score,mrr_score,majority_at_k_score,ranked_doc_ids
19335,0.3362426014773217,0.2202531645569619,0.25,"[""1720389"", ""1720395"", ""772234"", ""6512144"", ""2304005"", ""6512137"", ""2304004"", ""8828697"", ""691496""]"
47923,0.4227950118402034,0.3333333333333333,0.0,"[""4297620"", ""618556"", ""6241150"", ""8641107"", ""5417582"", ""8418681"", ""6241152"", ""5417578"", ""2061700""]"
87181,0.4124100450421258,0.3252375923970433,0.5,"[""8534134"", ""6521366"", ""6484575"", ""6484576"", ""8565420"", ""8534130"", ""8683183"", ""2530252"", ""8683181""]"
87452,0.4954100340329361,0.4878048780487805,0.0,"[""8819116"", ""8333919"", ""186939"", ""8819112"", ""186931"", ""8819113"", ""1395631"", ""8081937"", ""110898""]"
104861,0.4524878317072552,0.405113431760893,0.5,"[""5138474"", ""1811410"", ""5703400"", ""6351571"", ""442613"", ""2497738"", ""6658615"", ""5836444"", ""6124839""]"
130510,0.5394565212826835,0.5907928388746804,1.0,"[""8612903"", ""8612909"", ""8612910"", ""799647"", ""7501558"", ""1494936"", ""8612904"", ""8612902"", ""8612905""]"
131843,0.5338618488296235,0.577861163227017,1.0,"[""8305152"", ""8305153"", ""8305156"", ""8305158"", ""8305155"", ""8305154"", ""8456964"", ""5325677"", ""6054149""]"
146187,0.4013032641988754,0.2889390519187358,0.0,"[""8434619"", ""8434625"", ""8434623"", ""8434624"", ""8434626"", ""4777144"", ""744165"", ""8434622"", ""8434618""]"
148538,0.4424647132003441,0.3731343283582089,0.0,"[""7407803"", ""8283532"", ""231455"", ""985488"", ""985491"", ""7407812"", ""3918785"", ""4959638"", ""1392971""]"
156493,0.3608488067145302,0.25,0.0,"[""2928707"", ""2612493"", ""1960257"", ""8182162"", ""3288601"", ""6139386"", ""3288600"", ""8182160"", ""6983822""]"
168216,0.4369216344193165,0.3607666290868094,0.0,"[""3830857"", ""1381477"", ""13499"", ""1301467"", ""8185135"", ""8723467"", ""1924800"", ""1924796"", ""2069992""]"
182539,0.4182401294496501,0.3403141361256544,0.3333333333333333,"[""57443"", ""57444"", ""8757181"", ""1307235"", ""2909960"", ""7371262"", ""1638690"", ""1638689"", ""6037973""]"
183378,0.3660362287110674,0.249848759830611,0.3333333333333333,"[""7449744"", ""7449748"", ""4493915"", ""1289489"", ""8570258"", ""4803847"", ""3185611"", ""5534710"", ""6109454""]"
207786,0.4827080883866587,0.4556822361162193,0.5,"[""8273762"", ""8273763"", ""7941579"", ""8273754"", ""2763917"", ""8273758"", ""8273755"", ""8273756"", ""8273759""]"
