query_id,score,prediction
19335,0.3769665430287959,Hurt
47923,0.3333333333333333,Hurt
87181,0.5677832476325707,Benefit
87452,0.5320278957208925,Neutral
104861,0.5895674092379796,Benefit
130510,0.6144507574216073,Benefit
131843,0.5440095935026823,Neutral
146187,0.4411551031078905,Neutral
148538,0.44668374158577134,Neutral
156493,0.6038323929539724,Benefit
168216,0.4086467122772741,Hurt
182539,0.5639727175208297,Benefit
183378,0.5562909907374889,Neutral
207786,0.48935250652227485,Neutral
264014,0.609699762261475,Benefit
359349,0.5789181439776658,Benefit
405717,0.5814523303606374,Benefit
443396,0.5471489610854304,Neutral
451602,0.5024346795260007,Neutral
489204,0.5091435452047934,Neutral
490595,0.5407464974300523,Neutral
527433,0.5766980459411932,Benefit
573724,0.6252606441583751,Benefit
833860,0.4727208256773022,Neutral
855410,0.5491545655469183,Neutral
915593,0.45639344292502193,Neutral
962179,0.4546688336404928,Neutral
1037798,0.5988294158008084,Benefit
1063750,0.4196978840326488,Hurt
1103812,0.3230075074711544,Hurt
1106007,0.568906389761493,Benefit
1110199,0.6301552446935531,Benefit
1112341,0.33486046012405163,Hurt
1113437,0.4388157304319398,Hurt
1114646,0.6342734061129217,Benefit
1114819,0.5880255055326634,Benefit
1115776,0.4845526095465812,Neutral
1117099,0.37507574991985565,Hurt
1121402,,Insufficient-Data
1121709,0.5268025545616606,Neutral
1124210,0.38515838823216153,Hurt
1129237,0.695515511896527,Benefit
1133167,0.6303980485834275,Benefit
