query_id,dcg_score,mrr_score,majority_at_k_score,ranked_doc_ids
19335,0.5843789692534168,0.6661550268610898,0.75,"[""2304005"", ""6512144"", ""2304004"", ""1720389"", ""8828697"", ""6512137"", ""772234"", ""1720395"", ""691496""]"
47923,0.46967098044385963,0.4285714285714286,,"[""4297620"", ""6241150"", ""618556"", ""8418681"", ""6241152"", ""8641107"", ""5417582"", ""5417578"", ""2061700""]"
87181,0.5230314641633745,0.551257253384913,0.3333333333333333,"[""6484576"", ""8534130"", ""2530252"", ""8565420"", ""8534134"", ""8683181"", ""6521366"", ""6484575"", ""8683183""]"
87452,0.4255852685329404,0.3466666666666667,0.0,"[""186939"", ""8819116"", ""8081937"", ""186931"", ""8819112"", ""8819113"", ""1395631"", ""8333919"", ""110898""]"
104861,0.48534168193311844,0.4647330257086355,0.3333333333333333,"[""2497738"", ""5703400"", ""442613"", ""6351571"", ""5138474"", ""6658615"", ""1811410"", ""5836444"", ""6124839""]"
130510,0.5267568522070536,0.5555555555555556,0.3333333333333333,"[""8612910"", ""1494936"", ""8612905"", ""8612902"", ""8612904"", ""7501558"", ""8612909"", ""8612903"", ""799647""]"
131843,0.568906389761493,0.6511627906976745,1.0,"[""8305152"", ""8305153"", ""8305154"", ""8305156"", ""8305158"", ""8305155"", ""8456964"", ""5325677"", ""6054149""]"
146187,0.5147199877993355,0.5333333333333333,0.3333333333333333,"[""8434624"", ""744165"", ""8434622"", ""8434625"", ""8434626"", ""8434618"", ""4777144"", ""8434623"", ""8434619""]"
148538,0.5775093411280775,0.6656760772659732,1.0,"[""8283532"", ""7407803"", ""4959638"", ""231455"", ""3918785"", ""7407812"", ""985491"", ""985488"", ""1392971""]"
156493,0.5372435736804816,0.5714285714285715,0.5,"[""3288601"", ""6983822"", ""6139386"", ""2612493"", ""8182160"", ""1960257"", ""3288600"", ""2928707"", ""8182162""]"
168216,0.6034876950796129,0.6944444444444444,0.6666666666666666,"[""3830857"", ""2069992"", ""1924800"", ""1924796"", ""8185135"", ""1301467"", ""13499"", ""8723467"", ""1381477""]"
182539,0.5896974624002205,0.6666666666666666,0.6666666666666666,"[""57443"", ""6037973"", ""1307235"", ""2909960"", ""8757181"", ""57444"", ""7371262"", ""1638690"", ""1638689""]"
183378,0.5052926836159717,0.5152224824355972,0.3333333333333333,"[""7449748"", ""6109454"", ""5534710"", ""3185611"", ""4493915"", ""4803847"", ""1289489"", ""7449744"", ""8570258""]"
207786,0.5287868975362573,0.5605381165919282,0.5,"[""8273762"", ""8273756"", ""7941579"", ""8273758"", ""8273755"", ""8273759"", ""2763917"", ""8273754"", ""8273763""]"
264014,0.5253683002944834,0.555229716520039,0.6666666666666666,"[""3338827"", ""5328095"", ""96855"", ""6105569"", ""2223171"", ""1804644"", ""3396076"", ""4834547"", ""6198286""]"
359349,0.5602322556595584,0.6116504854368932,0.6666666666666666,"[""2826510"", ""4013723"", ""943229"", ""68647"", ""3900185"", ""5615181"", ""68649"", ""576628"", ""68648""]"
405717,0.5699482542454448,0.627906976744186,0.6666666666666666,"[""8433854"", ""4704975"", ""2879960"", ""8156519"", ""7728831"", ""2702419"", ""3033900"", ""4828118"", ""3033904""]"
443396,0.5672807944841554,0.6432062561094819,1.0,"[""8536118"", ""8536123"", ""3440850"", ""8536121"", ""3721948"", ""119472"", ""4052112"", ""8536122"", ""4633352""]"
451602,0.5253683002944834,0.555229716520039,0.6666666666666666,"[""5179251"", ""8383461"", ""6286975"", ""8390518"", ""6286977"", ""3177691"", ""6286982"", ""5475308"", ""2382274""]"
489204,0.44759330215320203,0.396078431372549,0.3333333333333333,"[""1778458"", ""2268652"", ""8737051"", ""855963"", ""1051498"", ""7116533"", ""8054792"", ""1355264"", ""5541650""]"
490595,0.5528193124079938,0.6031746031746031,0.75,"[""805051"", ""4842890"", ""805048"", ""805046"", ""4737063"", ""4842897"", ""5247999"", ""4842889"", ""549465""]"
527433,0.5372056731092538,0.5758354755784061,0.6666666666666666,"[""8617271"", ""7607669"", ""1379240"", ""4046876"", ""1664523"", ""5466807"", ""3294599"", ""1379245"", ""5466810""]"
573724,0.507650537995389,0.5215881970058581,0.5,"[""6776717"", ""2635262"", ""7199673"", ""5721829"", ""1165129"", ""162151"", ""8441642"", ""7674859"", ""8833194""]"
833860,0.4856656281532045,0.4666666666666667,0.5,"[""8344031"", ""5167513"", ""1889863"", ""6230222"", ""6230227"", ""5167510"", ""8833502"", ""6230226"", ""5127788""]"
855410,0.5808202692687662,0.6666666666666666,1.0,"[""8651771"", ""6934651"", ""1186979"", ""2890365"", ""8651770"", ""2117094"", ""8651775"", ""1819434"", ""6933293""]"
915593,0.4575371898553512,0.40752351097178685,0.0,"[""82107"", ""3538160"", ""8402971"", ""8402972"", ""82110"", ""4566822"", ""6923052"", ""82113"", ""98515""]"
962179,0.5163342457369248,0.5393349553933495,0.3333333333333333,"[""5653659"", ""5919340"", ""4511499"", ""8785371"", ""4606386"", ""2329701"", ""2978869"", ""2978871"", ""2329699""]"
1037798,0.5855923642671658,0.677618069815195,0.6666666666666666,"[""8760871"", ""8760867"", ""7822415"", ""4095286"", ""2360252"", ""3641634"", ""8760866"", ""3914692"", ""7604812""]"
1063750,0.37423823656634225,0.2558038620091126,0.3333333333333333,"[""1923500"", ""4337532"", ""1300452"", ""7778351"", ""7778349"", ""4895432"", ""983109"", ""819285"", ""8438480""]"
1103812,0.38685280723454163,0.27272727272727276,0.0,"[""8220086"", ""3843267"", ""2332189"", ""8220089"", ""1659852"", ""8220087"", ""8220085"", ""6289840"", ""3940091""]"
1106007,0.5489716496889119,0.6067415730337079,1.0,"[""1334336"", ""2960558"", ""1334335"", ""7685388"", ""2960566"", ""1334330"", ""2960563"", ""4004173"", ""5144927""]"
1110199,0.537081801407832,0.5755947812739831,0.5,"[""1901879"", ""1901882"", ""1901881"", ""3838638"", ""1901876"", ""8160520"", ""1901878"", ""4511137"", ""8160519""]"
1112341,0.41801737114138676,0.3548387096774193,0.5,"[""8139257"", ""6164791"", ""8139258"", ""4022846"", ""6903063"", ""8139255"", ""8606161"", ""4022849"", ""8606160""]"
1113437,0.4207226833583271,0.34391534391534395,0.25,"[""2001934"", ""8128796"", ""3880944"", ""631949"", ""2354947"", ""2001933"", ""4016930"", ""1768727"", ""5188745""]"
1114646,0.61603673567058,0.7337770382695508,1.0,"[""5279567"", ""444380"", ""8117090"", ""8117089"", ""8117096"", ""8117091"", ""6704400"", ""2647994"", ""8329774""]"
1114819,0.5372056731092538,0.5758354755784061,0.6666666666666666,"[""988373"", ""8022280"", ""3781418"", ""6900766"", ""6941478"", ""1315998"", ""5521371"", ""4890560"", ""5891747""]"
1115776,0.4796870128040176,0.4534412955465587,0.5,"[""8106321"", ""4314176"", ""4314174"", ""4314175"", ""4314172"", ""8106320"", ""5900625"", ""8106324"", ""1729576""]"
1117099,0.5535503386200996,0.6,0.6666666666666666,"[""6122722"", ""4441325"", ""3349612"", ""5286539"", ""4458509"", ""8093934"", ""8446501"", ""3543106"", ""8446505""]"
1121402,,,,"[""8052624"", ""182369"", ""5189913"", ""7125987"", ""8052617"", ""188213"", ""8052623"", ""8052620"", ""5645287""]"
1121709,0.4526808302869428,0.4,0.0,"[""8049583"", ""3423067"", ""3423062"", ""3423063"", ""8049586"", ""8049577"", ""3423059"", ""8049585"", ""8049579""]"
1124210,0.3564386345359016,0.24314442413162704,0.3333333333333333,"[""2728448"", ""8026735"", ""2494577"", ""2461683"", ""2089544"", ""8492305"", ""8026737"", ""6221372"", ""7695217""]"
1129237,0.63545090971449,0.7567567567567568,1.0,"[""8588219"", ""3905057"", ""3905802"", ""8588222"", ""128984"", ""6080460"", ""4254811"", ""4254816"", ""8588226""]"
1133167,0.5302020608645663,0.5640828856485034,0.5,"[""4922619"", ""6112587"", ""7217705"", ""4550240"", ""3023120"", ""1824486"", ""434121"", ""1824480"", ""434125""]"
