query_id,score,prediction
19335,0.0014947683109118087,Neutral
47923,0.0015552099533437014,Neutral
87181,0.0,Benefit
87452,0.0,Neutral
104861,0.001610305958132045,Neutral
130510,0.0,Neutral
131843,0.0017793594306049821,Neutral
146187,0.0,Hurt
148538,0.0,Hurt
156493,0.0,Benefit
168216,0.0,Hurt
182539,0.0,Neutral
183378,0.0,Hurt
207786,0.0,Neutral
264014,0.0,Neutral
359349,0.0,Hurt
405717,0.0,Neutral
443396,0.0016778523489932886,Neutral
451602,0.0017543859649122807,Hurt
489204,0.0,Neutral
490595,0.0,Neutral
527433,0.0,Neutral
573724,0.0,Hurt
833860,0.0,Neutral
855410,0.0,Neutral
915593,0.0,Neutral
962179,0.0,Hurt
1037798,0.0,Benefit
1063750,0.0,Hurt
1103812,0.0017889087656529517,Hurt
1106007,0.0016420361247947454,Benefit
1110199,0.0,Benefit
1112341,0.0,Hurt
1113437,0.0,Neutral
1114646,0.0017574692442882249,Benefit
1114819,0.0,Benefit
1115776,0.0015060240963855422,Hurt
1117099,0.0,Neutral
1121402,0.0,Insufficient-Data
1121709,0.0,Neutral
1124210,0.0,Hurt
1129237,0.0,Benefit
1133167,0.0,Neutral
