query_id,score,prediction
19335,0.3956816060042125,Hurt
47923,0.4696709804438596,Neutral
87181,0.5814207141268457,Benefit
87452,0.526623265100786,Neutral
104861,0.38987280969308147,Hurt
130510,0.6128500002393065,Benefit
131843,0.546546529670947,Neutral
146187,0.4547474937099162,Neutral
148538,0.4667629430637409,Neutral
156493,0.5372435736804816,Neutral
168216,0.4949030693461728,Neutral
182539,0.5372056731092538,Neutral
183378,0.50129805183528,Neutral
207786,0.4908564547952067,Neutral
264014,0.47378392056671226,Neutral
359349,0.5483265512999896,Neutral
405717,0.6053831787860113,Benefit
443396,0.5014293132193848,Neutral
451602,0.40577302719846775,Hurt
489204,0.4741656062552783,Neutral
490595,0.5223492060807255,Neutral
527433,0.5307644531302563,Neutral
573724,0.43517326873030626,Hurt
833860,0.48674543345865845,Neutral
855410,0.5575352867996559,Neutral
915593,0.4958390662417556,Neutral
962179,0.45830215930274887,Neutral
1037798,0.5527199243085034,Neutral
1063750,0.41240039837497927,Hurt
1103812,0.3851343690842816,Hurt
1106007,0.5305750407767104,Neutral
1110199,0.591042426339907,Benefit
1112341,0.3137267373266347,Hurt
1113437,0.5883837994722866,Benefit
1114646,0.6187309234306421,Benefit
1114819,0.5661911846707325,Benefit
1115776,0.4721229270625706,Neutral
1117099,0.42491565139809984,Hurt
1121402,,Insufficient-Data
1121709,0.5372435736804816,Neutral
1124210,0.42709475491045784,Hurt
1129237,0.47586345125158297,Neutral
1133167,0.5496007558523377,Neutral
