query_id,score,prediction
19335,0.3769665430287959,Hurt
47923,0.3333333333333333,Hurt
87181,0.5608755508642504,Neutral
87452,0.5261211880415748,Neutral
104861,0.5752178642791254,Benefit
130510,0.6130850340265126,Benefit
131843,0.5412563489876587,Neutral
146187,0.4392082108210578,Neutral
148538,0.44668374158577134,Neutral
156493,0.5729755464631989,Benefit
168216,0.4045045506363014,Hurt
182539,0.5639727175208297,Benefit
183378,0.5537560033985591,Neutral
207786,0.4798003686690596,Neutral
264014,0.6058613964020187,Benefit
359349,0.5651050898303812,Benefit
405717,0.5754586416608187,Benefit
443396,0.5422175547957435,Neutral
451602,0.49419189985024764,Neutral
489204,0.5091435452047934,Neutral
490595,0.5339654580055736,Neutral
527433,0.5708576491517746,Benefit
573724,0.6173894475268774,Benefit
833860,0.441563816535252,Neutral
855410,0.5434834223252875,Neutral
915593,0.4518687611729529,Neutral
962179,0.4519948516840278,Neutral
1037798,0.5988294158008084,Benefit
1063750,0.4196978840326488,Hurt
1103812,0.3230075074711544,Hurt
1106007,0.568906389761493,Benefit
1110199,0.6135999278108228,Benefit
1112341,0.3343622671103345,Hurt
1113437,0.40378352237823145,Hurt
1114646,0.617529706536695,Benefit
1114819,0.5733826753169582,Benefit
1115776,0.4782014626829027,Neutral
1117099,0.3739459307000222,Hurt
1121402,,Insufficient-Data
1121709,0.5268025545616606,Neutral
1124210,0.38515838823216153,Hurt
1129237,0.6929714659910037,Benefit
1133167,0.6163264624304996,Benefit
