query_id,score,prediction
19335,0.0,Neutral
47923,0.0012121212121212121,Hurt
87181,0.0,Benefit
87452,0.0,Hurt
104861,0.001184834123222749,Neutral
130510,0.0,Neutral
131843,0.0016891891891891893,Neutral
146187,0.0,Neutral
148538,0.0,Neutral
156493,0.0,Benefit
168216,0.0,Hurt
182539,0.0009794319294809011,Neutral
183378,0.0,Hurt
207786,0.0,Benefit
264014,0.0,Benefit
359349,0.0,Hurt
405717,0.0,Neutral
443396,0.0011750881316098707,Neutral
451602,0.0029940119760479044,Neutral
489204,0.0,Neutral
490595,0.0,Hurt
527433,0.0,Neutral
573724,0.0,Neutral
833860,0.0,Benefit
855410,0.0028328611898017,Neutral
915593,0.0,Neutral
962179,0.0,Hurt
1037798,0.0026246719160104987,Benefit
1063750,0.0035419126328217238,Hurt
1103812,0.0015772870662460567,Hurt
1106007,0.0011389521640091116,Neutral
1110199,0.0,Benefit
1112341,0.0,Hurt
1113437,0.0,Neutral
1114646,0.0013280212483399733,Benefit
1114819,0.0,Hurt
1115776,0.0,Hurt
1117099,0.0,Hurt
1121402,0.0,Insufficient-Data
1121709,0.0,Hurt
1124210,0.0,Hurt
1129237,0.0,Benefit
1133167,0.0,Benefit
