query_id,score,prediction
19335,0.0,Hurt
47923,0.0015337423312883436,Neutral
87181,0.0,Benefit
87452,0.0,Neutral
104861,0.0,Benefit
130510,0.0,Neutral
131843,0.001594896331738437,Neutral
146187,0.0,Hurt
148538,0.0,Hurt
156493,0.0,Benefit
168216,0.0,Neutral
182539,0.0,Neutral
183378,0.0,Benefit
207786,0.0,Hurt
264014,0.0,Hurt
359349,0.0,Hurt
405717,0.0,Neutral
443396,0.001321003963011889,Neutral
451602,0.0035460992907801418,Hurt
489204,0.0,Neutral
490595,0.0,Neutral
527433,0.0,Benefit
573724,0.0,Hurt
833860,0.0,Neutral
855410,0.0,Neutral
915593,0.0,Neutral
962179,0.0,Hurt
1037798,0.0,Benefit
1063750,0.0,Hurt
1103812,0.0,Hurt
1106007,0.0014727540500736377,Neutral
1110199,0.0,Benefit
1112341,0.0,Hurt
1113437,0.0,Benefit
1114646,0.0,Neutral
1114819,0.0,Benefit
1115776,0.0,Hurt
1117099,0.0,Neutral
1121402,0.0,Insufficient-Data
1121709,0.0,Hurt
1124210,0.0,Hurt
1129237,0.0,Hurt
1133167,0.0,Neutral
