query_id,dcg_score,mrr_score,majority_at_k_score,ranked_doc_ids
19335,0.6100991010457948,0.7151424287856072,0.6666666666666666,"[""6512144"", ""691496"", ""6512137"", ""1720395"", ""8828697"", ""772234"", ""2304005"", ""2304004"", ""1720389""]"
47923,0.41140808993222105,0.30769230769230765,0.0,"[""618556"", ""2061700"", ""4297620"", ""8641107"", ""8418681"", ""6241152"", ""5417582"", ""6241150"", ""5417578""]"
87181,0.561276178803646,0.6319862424763543,0.6666666666666666,"[""6521366"", ""8534130"", ""6484576"", ""8683181"", ""8683183"", ""8534134"", ""2530252"", ""6484575"", ""8565420""]"
87452,0.5284521429022996,0.56,0.5,"[""186939"", ""110898"", ""1395631"", ""186931"", ""8819112"", ""8819113"", ""8081937"", ""8819116"", ""8333919""]"
104861,0.39752584866010443,0.29392265193370165,0.5,"[""442613"", ""5836444"", ""2497738"", ""1811410"", ""5703400"", ""6658615"", ""6124839"", ""5138474"", ""6351571""]"
130510,0.6706236622888969,0.7714285714285715,0.6666666666666666,"[""7501558"", ""1494936"", ""8612905"", ""8612902"", ""799647"", ""8612909"", ""8612910"", ""8612903"", ""8612904""]"
131843,0.52986403741641,0.5614035087719298,0.6666666666666666,"[""8305152"", ""6054149"", ""8305154"", ""5325677"", ""8305155"", ""8456964"", ""8305158"", ""8305153"", ""8305156""]"
146187,0.2912810611896998,0.1504424778761062,0.0,"[""8434625"", ""8434624"", ""8434622"", ""8434619"", ""8434626"", ""8434623"", ""4777144"", ""8434618"", ""744165""]"
148538,0.43109361023850706,0.3488372093023256,0.0,"[""8283532"", ""7407803"", ""985488"", ""7407812"", ""231455"", ""985491"", ""4959638"", ""3918785"", ""1392971""]"
156493,0.5943161289177871,0.6666666666666666,0.5,"[""3288601"", ""6139386"", ""6983822"", ""2612493"", ""2928707"", ""1960257"", ""8182162"", ""3288600"", ""8182160""]"
