query_id,score,prediction
19335.0,0.336664358423453,Hurt
47923.0,0.14527741295432917,Hurt
87181.0,0.3519710252303146,Hurt
87452.0,0.255650394551239,Hurt
104861.0,0.28254358380175304,Hurt
130510.0,0.34008578375495857,Hurt
131843.0,0.33093773834682966,Hurt
146187.0,0.2787102359280639,Hurt
148538.0,0.28444937685600874,Hurt
156493.0,0.3718925713289827,Hurt
168216.0,0.1802339256165703,Hurt
182539.0,0.3285649325643324,Hurt
183378.0,0.2583247711391152,Hurt
207786.0,0.38054239549444446,Hurt
264014.0,0.4029760010121343,Hurt
359349.0,0.25136445582209305,Hurt
405717.0,0.3358100964660366,Hurt
443396.0,0.32424425611257146,Hurt
451602.0,0.3386539824614795,Hurt
489204.0,0.29167883598859856,Hurt
490595.0,0.1944342992579773,Hurt
527433.0,0.2902920814852434,Hurt
573724.0,0.31972245237069774,Hurt
833860.0,0.3943605338899677,Hurt
855410.0,0.328089576159268,Hurt
915593.0,0.2827270803465957,Hurt
962179.0,0.2623125385640102,Hurt
1037798.0,0.3515225311041172,Hurt
1063750.0,0.2520057510903858,Hurt
1103812.0,0.1956051876214435,Hurt
1106007.0,0.31566475761990026,Hurt
1110199.0,0.38603403476101605,Hurt
1112341.0,0.1941631342595892,Hurt
1113437.0,0.2913316916558904,Hurt
1114646.0,0.3602089698247963,Hurt
1114819.0,0.2136417284849937,Hurt
1115776.0,0.2581298934045553,Hurt
1117099.0,0.21037197968819069,Hurt
1121402.0,,Insufficient-Data
1121709.0,0.2426122638850534,Hurt
1124210.0,0.2435016737856736,Hurt
1129237.0,0.35068278900066746,Hurt
1133167.0,0.4037208741302826,Hurt
