query_id,score,prediction
19335,12.520602658915394,Benefit
47923,10.263549092936387,Hurt
87181,12.07887540214049,Benefit
87452,10.139580205607288,Hurt
104861,9.703110173869007,Hurt
130510,11.635680440592637,Benefit
131843,10.739416745829455,Hurt
146187,9.719358876871937,Hurt
148538,11.225948766398304,Benefit
156493,12.997379926371448,Benefit
168216,12.44702439658629,Benefit
182539,11.088406804728379,Benefit
183378,12.114307073283069,Benefit
207786,11.04021630637633,Benefit
264014,13.655527547526233,Benefit
359349,11.199995092081895,Benefit
405717,11.107581762003772,Benefit
443396,9.503476384806504,Hurt
451602,8.836913922953478,Hurt
489204,9.32268414847838,Hurt
490595,10.617119840311876,Hurt
527433,8.796918348002308,Hurt
573724,14.754439977335803,Benefit
833860,12.51839833610045,Benefit
855410,8.135499623942248,Hurt
915593,11.531187871622912,Benefit
962179,12.970035413431994,Benefit
1037798,9.645641187357775,Hurt
1063750,2.023488477396837,Hurt
1103812,10.425622228312363,Hurt
1106007,13.33776688926207,Benefit
1110199,10.392379430460803,Hurt
1112341,9.47242665641295,Hurt
1113437,7.636792043375841,Hurt
1114646,9.376634648966661,Hurt
1114819,11.966741422343127,Benefit
1115776,9.982420400309437,Hurt
1117099,11.264868978190293,Benefit
1121402,10.637555936503283,Hurt
1121709,10.362692693400255,Hurt
1124210,9.391988996195664,Hurt
1129237,12.872570851969591,Benefit
1133167,14.214871267008654,Benefit
