query_id,score,prediction
19335,0.24902693967921924,Hurt
47923,0.3585209972660652,Hurt
87181,0.5014885373569735,Benefit
87452,0.5569157971998295,Benefit
104861,0.6411305181040128,Benefit
130510,0.2400508110008248,Hurt
131843,0.5429767483788646,Benefit
146187,0.4484011546919705,Benefit
148538,0.5914609670879438,Benefit
156493,0.19435554899041363,Hurt
168216,0.5975242714034198,Benefit
182539,0.5087897280080532,Benefit
183378,0.217722944944174,Hurt
207786,0.5155487329471611,Benefit
264014,0.40259753154906847,Hurt
359349,0.36410319738724317,Hurt
405717,0.358440717773719,Hurt
443396,0.572678058518566,Benefit
451602,0.5219894565674986,Benefit
489204,0.4029870283453877,Hurt
490595,0.2552357789310467,Hurt
527433,0.5368915404678934,Benefit
573724,0.4453457614547485,Hurt
833860,0.5439243343775811,Benefit
855410,0.4704082664167644,Benefit
915593,0.7112904662720808,Benefit
962179,0.28899077714492977,Hurt
1037798,0.46064858682505644,Benefit
1063750,0.36170456396348455,Hurt
1103812,0.36818257352812567,Hurt
1106007,0.24110663158007295,Hurt
1110199,0.33672243543305047,Hurt
1112341,0.4899263762334057,Benefit
1113437,0.4099224710079668,Hurt
1114646,0.5145853502654163,Benefit
1114819,0.30409259200372574,Hurt
1115776,0.49469481971065954,Benefit
1117099,0.3010987042301256,Hurt
1121402,0.26615595644437506,Hurt
1121709,0.3849715802357102,Hurt
1124210,0.45541563558425313,Benefit
1129237,0.493854493708794,Benefit
1133167,0.33191146040717673,Hurt
