query_id,score,prediction
19335,0.020548396383541452,Hurt
47923,0.053818088252462114,Hurt
87181,0.0541323133638446,Hurt
87452,0.059430895458813256,Benefit
104861,0.05114840490117333,Hurt
130510,0.11205985836631312,Benefit
131843,0.12903117591164623,Benefit
146187,0.09026013972260835,Benefit
148538,0.0877355815809738,Benefit
156493,0.023143639146211648,Hurt
168216,0.037262191238068156,Hurt
182539,0.06530029484448685,Benefit
183378,0.06414121594153652,Benefit
207786,0.05594369610118386,Hurt
264014,0.019023256642036197,Hurt
359349,0.061166461750625505,Benefit
405717,0.04776286048836621,Hurt
443396,0.0767261588243049,Benefit
451602,0.029343738188059736,Hurt
489204,0.03483337836566759,Hurt
490595,0.020208508141892387,Hurt
527433,0.13903043891972117,Benefit
573724,0.018721532700721084,Hurt
833860,0.04089105101135908,Hurt
855410,0.062057078866418654,Benefit
915593,0.09956700939795614,Benefit
962179,0.06455633246650466,Benefit
1037798,0.05738641978344512,Benefit
1063750,0.02638308316982402,Hurt
1103812,0.06359687608552082,Benefit
1106007,0.05686423802663856,Hurt
1110199,0.04553562756375539,Hurt
1112341,0.08097455559982575,Benefit
1113437,0.03480830346897805,Hurt
1114646,0.07688211773061525,Benefit
1114819,0.048196376144392775,Hurt
1115776,0.09925264948722508,Benefit
1117099,0.08111941077621498,Benefit
1121402,0.05195425060559034,Hurt
1121709,0.08058839226411665,Benefit
1124210,0.056719374131336514,Hurt
1129237,0.058581689698195855,Benefit
1133167,0.00942899681505783,Hurt
