query_id,score,prediction
19335,20.415038996573887,Benefit
47923,13.7785129662171,Benefit
87181,14.790197698938785,Benefit
87452,13.128322921543559,Hurt
104861,13.743009452608327,Hurt
130510,9.998266860021921,Hurt
131843,8.83523470958445,Hurt
146187,10.468652227707164,Hurt
148538,11.319487328963222,Hurt
156493,20.229648363721743,Benefit
168216,17.286542282414384,Benefit
182539,13.075849644733259,Hurt
183378,13.73387818779943,Hurt
207786,13.99340186227023,Benefit
264014,21.653098916711883,Benefit
359349,13.538054225808487,Hurt
405717,14.97802788288079,Benefit
443396,11.305924131265636,Hurt
451602,16.036695038951827,Benefit
489204,15.553931965717622,Benefit
490595,18.99592272852244,Benefit
527433,7.747635643643609,Hurt
573724,22.59982341859966,Benefit
833860,16.78418333831128,Benefit
855410,11.787195170522738,Hurt
915593,10.675464846858262,Hurt
962179,14.14827102022729,Benefit
1037798,13.055908965955545,Hurt
1063750,11.497554972238342,Hurt
1103812,12.88287188984703,Hurt
1106007,15.190241373453881,Benefit
1110199,14.816511253110443,Benefit
1112341,10.980275636172932,Hurt
1113437,14.413288167245383,Benefit
1114646,11.232192665876324,Hurt
1114819,15.443679512401095,Benefit
1115776,10.035771548475573,Hurt
1117099,11.82224999388873,Hurt
1121402,14.202322898397554,Benefit
1121709,11.432543993039047,Hurt
1124210,12.979572803325022,Hurt
1129237,14.733851791583868,Benefit
1133167,24.652966800307183,Benefit
